key,value,date
Healthcare Practitioners and Technical Occupations,0,8/1/11
Healthcare Practitioners and Technical Occupations,0,9/1/11
Healthcare Practitioners and Technical Occupations,0,10/1/11
Healthcare Practitioners and Technical Occupations,141,11/1/11
Healthcare Practitioners and Technical Occupations,138,12/1/11
Healthcare Practitioners and Technical Occupations,130,1/1/12
Healthcare Practitioners and Technical Occupations,102,2/1/12
Healthcare Practitioners and Technical Occupations,235,3/1/12
Healthcare Practitioners and Technical Occupations,0,4/1/12
Healthcare Practitioners and Technical Occupations,0,5/1/12
Healthcare Practitioners and Technical Occupations,0,6/1/12
Healthcare Practitioners and Technical Occupations,0,7/1/12
Healthcare Practitioners and Technical Occupations,0,8/1/12
Healthcare Practitioners and Technical Occupations,0,9/1/12
Healthcare Practitioners and Technical Occupations,0,10/1/12
Healthcare Practitioners and Technical Occupations,0,11/1/12
Healthcare Practitioners and Technical Occupations,0,12/1/12
Healthcare Practitioners and Technical Occupations,0,1/1/13
Healthcare Practitioners and Technical Occupations,0,2/1/13
Healthcare Practitioners and Technical Occupations,0,3/1/13
Healthcare Practitioners and Technical Occupations,94,4/1/13
Healthcare Practitioners and Technical Occupations,124,5/1/13
Healthcare Practitioners and Technical Occupations,90,6/1/13
Healthcare Practitioners and Technical Occupations,118,7/1/13
Healthcare Practitioners and Technical Occupations,166,8/1/13
Healthcare Practitioners and Technical Occupations,122,9/1/13
Healthcare Practitioners and Technical Occupations,0,10/1/13
Healthcare Practitioners and Technical Occupations,0,11/1/13
Healthcare Practitioners and Technical Occupations,0,12/1/13
Healthcare Practitioners and Technical Occupations,0,1/1/14
Healthcare Practitioners and Technical Occupations,0,2/1/14
Healthcare Practitioners and Technical Occupations,0,3/1/14
Healthcare Practitioners and Technical Occupations,252,4/1/14
Healthcare Practitioners and Technical Occupations,406,5/1/14
Healthcare Practitioners and Technical Occupations,451,6/1/14
Healthcare Practitioners and Technical Occupations,220,7/1/14
Healthcare Practitioners and Technical Occupations,218,8/1/14
Healthcare Practitioners and Technical Occupations,291,9/1/14
Healthcare Practitioners and Technical Occupations,0,10/1/14
Healthcare Practitioners and Technical Occupations,0,11/1/14
Healthcare Practitioners and Technical Occupations,0,12/1/14
Healthcare Practitioners and Technical Occupations,0,1/1/15
Healthcare Practitioners and Technical Occupations,0,2/1/15
Healthcare Practitioners and Technical Occupations,0,3/1/15
Healthcare Practitioners and Technical Occupations,137,4/1/15
Healthcare Practitioners and Technical Occupations,144,5/1/15
Healthcare Practitioners and Technical Occupations,145,6/1/15
Healthcare Practitioners and Technical Occupations,191,7/1/15
Healthcare Practitioners and Technical Occupations,286,8/1/15
Healthcare Practitioners and Technical Occupations,346,9/1/15
Healthcare Practitioners and Technical Occupations,0,10/1/15
Healthcare Practitioners and Technical Occupations,0,11/1/15
Healthcare Practitioners and Technical Occupations,0,12/1/15
Healthcare Practitioners and Technical Occupations,0,1/1/16
Healthcare Practitioners and Technical Occupations,0,2/1/16
Healthcare Practitioners and Technical Occupations,0,3/1/16
Healthcare Practitioners and Technical Occupations,261,4/1/16
Healthcare Practitioners and Technical Occupations,386,5/1/16
Healthcare Practitioners and Technical Occupations,387,6/1/16
Healthcare Practitioners and Technical Occupations,295,7/1/16
Healthcare Practitioners and Technical Occupations,287,8/1/16
Healthcare Practitioners and Technical Occupations,203,9/1/16
Healthcare Practitioners and Technical Occupations,243,10/1/16
Healthcare Practitioners and Technical Occupations,187,11/1/16
Healthcare Practitioners and Technical Occupations,209,12/1/16
Sales and Related Occupations,0,1/1/11
Sales and Related Occupations,0,2/1/11
Sales and Related Occupations,0,3/1/11
Sales and Related Occupations,0,4/1/11
Sales and Related Occupations,0,5/1/11
Sales and Related Occupations,0,6/1/11
Sales and Related Occupations,0,7/1/11
Sales and Related Occupations,0,8/1/11
Sales and Related Occupations,0,9/1/11
Sales and Related Occupations,0,10/1/11
Sales and Related Occupations,22,11/1/11
Sales and Related Occupations,20,12/1/11
Sales and Related Occupations,27,1/1/12
Sales and Related Occupations,30,2/1/12
Sales and Related Occupations,33,3/1/12
Sales and Related Occupations,0,4/1/12
Sales and Related Occupations,0,5/1/12
Sales and Related Occupations,0,6/1/12
Sales and Related Occupations,0,7/1/12
Sales and Related Occupations,0,8/1/12
Sales and Related Occupations,0,9/1/12
Sales and Related Occupations,0,10/1/12
Sales and Related Occupations,0,11/1/12
Sales and Related Occupations,0,12/1/12
Sales and Related Occupations,0,1/1/13
Sales and Related Occupations,0,2/1/13
Sales and Related Occupations,0,3/1/13
Sales and Related Occupations,33,4/1/13
Sales and Related Occupations,35,5/1/13
Sales and Related Occupations,41,6/1/13
Sales and Related Occupations,24,7/1/13
Sales and Related Occupations,21,8/1/13
Sales and Related Occupations,26,9/1/13
Sales and Related Occupations,0,10/1/13
Sales and Related Occupations,0,11/1/13
Sales and Related Occupations,0,12/1/13
Sales and Related Occupations,0,1/1/14
Sales and Related Occupations,0,2/1/14
Sales and Related Occupations,0,3/1/14
Sales and Related Occupations,64,4/1/14
Sales and Related Occupations,63,5/1/14
Sales and Related Occupations,75,6/1/14
Sales and Related Occupations,48,7/1/14
Sales and Related Occupations,55,8/1/14
Sales and Related Occupations,40,9/1/14
Sales and Related Occupations,0,10/1/14
Sales and Related Occupations,0,11/1/14
Sales and Related Occupations,0,12/1/14
Sales and Related Occupations,0,1/1/15
Sales and Related Occupations,0,2/1/15
Sales and Related Occupations,0,3/1/15
Sales and Related Occupations,74,4/1/15
Sales and Related Occupations,68,5/1/15
Sales and Related Occupations,72,6/1/15
Sales and Related Occupations,86,7/1/15
Sales and Related Occupations,97,8/1/15
Sales and Related Occupations,120,9/1/15
Sales and Related Occupations,0,10/1/15
Sales and Related Occupations,0,11/1/15
Sales and Related Occupations,0,12/1/15
Sales and Related Occupations,0,1/1/16
Sales and Related Occupations,0,2/1/16
Sales and Related Occupations,0,3/1/16
Sales and Related Occupations,116,4/1/16
Sales and Related Occupations,147,5/1/16
Sales and Related Occupations,150,6/1/16
Sales and Related Occupations,118,7/1/16
Sales and Related Occupations,125,8/1/16
Sales and Related Occupations,119,9/1/16
Sales and Related Occupations,126,10/1/16
Sales and Related Occupations,116,11/1/16
Sales and Related Occupations,100,12/1/16
Personal Care and Service Occupations,0,1/1/11
Personal Care and Service Occupations,0,2/1/11
Personal Care and Service Occupations,0,3/1/11
Personal Care and Service Occupations,0,4/1/11
Personal Care and Service Occupations,0,5/1/11
Personal Care and Service Occupations,0,6/1/11
Personal Care and Service Occupations,0,7/1/11
Personal Care and Service Occupations,0,8/1/11
Personal Care and Service Occupations,0,9/1/11
Personal Care and Service Occupations,0,10/1/11
Personal Care and Service Occupations,1,11/1/11
Personal Care and Service Occupations,9,12/1/11
Personal Care and Service Occupations,14,1/1/12
Personal Care and Service Occupations,8,2/1/12
Personal Care and Service Occupations,5,3/1/12
Personal Care and Service Occupations,0,4/1/12
Personal Care and Service Occupations,0,5/1/12
Personal Care and Service Occupations,0,6/1/12
Personal Care and Service Occupations,0,7/1/12
Personal Care and Service Occupations,0,8/1/12
Personal Care and Service Occupations,0,9/1/12
Personal Care and Service Occupations,0,10/1/12
Personal Care and Service Occupations,0,11/1/12
Personal Care and Service Occupations,0,12/1/12
Personal Care and Service Occupations,0,1/1/13
Personal Care and Service Occupations,0,2/1/13
Personal Care and Service Occupations,0,3/1/13
Personal Care and Service Occupations,1,4/1/13
Personal Care and Service Occupations,5,5/1/13
Personal Care and Service Occupations,3,6/1/13
Personal Care and Service Occupations,2,7/1/13
Personal Care and Service Occupations,3,8/1/13
Personal Care and Service Occupations,4,9/1/13
Personal Care and Service Occupations,0,10/1/13
Personal Care and Service Occupations,0,11/1/13
Personal Care and Service Occupations,0,12/1/13
Personal Care and Service Occupations,0,1/1/14
Personal Care and Service Occupations,0,2/1/14
Personal Care and Service Occupations,0,3/1/14
Personal Care and Service Occupations,6,4/1/14
Personal Care and Service Occupations,12,5/1/14
Personal Care and Service Occupations,2,6/1/14
Personal Care and Service Occupations,4,7/1/14
Personal Care and Service Occupations,3,8/1/14
Personal Care and Service Occupations,2,9/1/14
Personal Care and Service Occupations,0,10/1/14
Personal Care and Service Occupations,0,11/1/14
Personal Care and Service Occupations,0,12/1/14
Personal Care and Service Occupations,0,1/1/15
Personal Care and Service Occupations,0,2/1/15
Personal Care and Service Occupations,0,3/1/15
Personal Care and Service Occupations,18,4/1/15
Personal Care and Service Occupations,13,5/1/15
Personal Care and Service Occupations,19,6/1/15
Personal Care and Service Occupations,22,7/1/15
Personal Care and Service Occupations,25,8/1/15
Personal Care and Service Occupations,35,9/1/15
Personal Care and Service Occupations,0,10/1/15
Personal Care and Service Occupations,0,11/1/15
Personal Care and Service Occupations,0,12/1/15
Personal Care and Service Occupations,0,1/1/16
Personal Care and Service Occupations,0,2/1/16
Personal Care and Service Occupations,0,3/1/16
Personal Care and Service Occupations,8,4/1/16
Personal Care and Service Occupations,21,5/1/16
Personal Care and Service Occupations,32,6/1/16
Personal Care and Service Occupations,32,7/1/16
Personal Care and Service Occupations,25,8/1/16
Personal Care and Service Occupations,31,9/1/16
Personal Care and Service Occupations,29,10/1/16
Personal Care and Service Occupations,38,11/1/16
Personal Care and Service Occupations,37,12/1/16
Management Occupations,0,1/1/11
Management Occupations,0,2/1/11
Management Occupations,0,3/1/11
Management Occupations,0,4/1/11
Management Occupations,0,5/1/11
Management Occupations,0,6/1/11
Management Occupations,0,7/1/11
Management Occupations,0,8/1/11
Management Occupations,0,9/1/11
Management Occupations,0,10/1/11
Management Occupations,239,11/1/11
Management Occupations,222,12/1/11
Management Occupations,168,1/1/12
Management Occupations,182,2/1/12
Management Occupations,304,3/1/12
Management Occupations,0,4/1/12
Management Occupations,0,5/1/12
Management Occupations,0,6/1/12
Management Occupations,0,7/1/12
Management Occupations,0,8/1/12
Management Occupations,0,9/1/12
Management Occupations,0,10/1/12
Management Occupations,0,11/1/12
Management Occupations,0,12/1/12
Management Occupations,0,1/1/13
Management Occupations,0,2/1/13
Management Occupations,0,3/1/13
Management Occupations,160,4/1/13
Management Occupations,226,5/1/13
Management Occupations,146,6/1/13
Management Occupations,162,7/1/13
Management Occupations,195,8/1/13
Management Occupations,235,9/1/13
Management Occupations,0,10/1/13
Management Occupations,0,11/1/13
Management Occupations,0,12/1/13
Management Occupations,0,1/1/14
Management Occupations,0,2/1/14
Management Occupations,0,3/1/14
Management Occupations,460,4/1/14
Management Occupations,568,5/1/14
Management Occupations,596,6/1/14
Management Occupations,431,7/1/14
Management Occupations,471,8/1/14
Management Occupations,426,9/1/14
Management Occupations,0,10/1/14
Management Occupations,0,11/1/14
Management Occupations,0,12/1/14
Management Occupations,0,1/1/15
Management Occupations,0,2/1/15
Management Occupations,0,3/1/15
Management Occupations,410,4/1/15
Management Occupations,384,5/1/15
Management Occupations,399,6/1/15
Management Occupations,549,7/1/15
Management Occupations,633,8/1/15
Management Occupations,733,9/1/15
Management Occupations,0,10/1/15
Management Occupations,0,11/1/15
Management Occupations,0,12/1/15
Management Occupations,0,1/1/16
Management Occupations,0,2/1/16
Management Occupations,0,3/1/16
Management Occupations,694,4/1/16
Management Occupations,860,5/1/16
Management Occupations,876,6/1/16
Management Occupations,702,7/1/16
Management Occupations,688,8/1/16
Management Occupations,611,9/1/16
Management Occupations,641,10/1/16
Management Occupations,682,11/1/16
Management Occupations,476,12/1/16
"Farming, Fishing, and Forestry Occupations",0,1/1/11
"Farming, Fishing, and Forestry Occupations",0,2/1/11
"Farming, Fishing, and Forestry Occupations",0,3/1/11
"Farming, Fishing, and Forestry Occupations",0,4/1/11
"Farming, Fishing, and Forestry Occupations",0,5/1/11
"Farming, Fishing, and Forestry Occupations",0,6/1/11
"Farming, Fishing, and Forestry Occupations",0,7/1/11
"Farming, Fishing, and Forestry Occupations",0,8/1/11
"Farming, Fishing, and Forestry Occupations",0,9/1/11
"Farming, Fishing, and Forestry Occupations",0,10/1/11
"Farming, Fishing, and Forestry Occupations",3,11/1/11
"Farming, Fishing, and Forestry Occupations",2,12/1/11
"Farming, Fishing, and Forestry Occupations",2,1/1/12
"Farming, Fishing, and Forestry Occupations",7,2/1/12
"Farming, Fishing, and Forestry Occupations",0,3/1/12
"Farming, Fishing, and Forestry Occupations",0,4/1/12
"Farming, Fishing, and Forestry Occupations",0,5/1/12
"Farming, Fishing, and Forestry Occupations",0,6/1/12
"Farming, Fishing, and Forestry Occupations",0,7/1/12
"Farming, Fishing, and Forestry Occupations",0,8/1/12
"Farming, Fishing, and Forestry Occupations",0,9/1/12
"Farming, Fishing, and Forestry Occupations",0,10/1/12
"Farming, Fishing, and Forestry Occupations",0,11/1/12
"Farming, Fishing, and Forestry Occupations",0,12/1/12
"Farming, Fishing, and Forestry Occupations",0,1/1/13
"Farming, Fishing, and Forestry Occupations",0,2/1/13
"Farming, Fishing, and Forestry Occupations",0,3/1/13
"Farming, Fishing, and Forestry Occupations",1,4/1/13
"Farming, Fishing, and Forestry Occupations",9,5/1/13
"Farming, Fishing, and Forestry Occupations",1,6/1/13
"Farming, Fishing, and Forestry Occupations",3,7/1/13
"Farming, Fishing, and Forestry Occupations",0,8/1/13
"Farming, Fishing, and Forestry Occupations",6,9/1/13
"Farming, Fishing, and Forestry Occupations",0,10/1/13
"Farming, Fishing, and Forestry Occupations",0,11/1/13
"Farming, Fishing, and Forestry Occupations",0,12/1/13
"Farming, Fishing, and Forestry Occupations",0,1/1/14
"Farming, Fishing, and Forestry Occupations",0,2/1/14
"Farming, Fishing, and Forestry Occupations",0,3/1/14
"Farming, Fishing, and Forestry Occupations",5,4/1/14
"Farming, Fishing, and Forestry Occupations",10,5/1/14
"Farming, Fishing, and Forestry Occupations",4,6/1/14
"Farming, Fishing, and Forestry Occupations",0,7/1/14
"Farming, Fishing, and Forestry Occupations",1,8/1/14
"Farming, Fishing, and Forestry Occupations",3,9/1/14
"Farming, Fishing, and Forestry Occupations",0,10/1/14
"Farming, Fishing, and Forestry Occupations",0,11/1/14
"Farming, Fishing, and Forestry Occupations",0,12/1/14
"Farming, Fishing, and Forestry Occupations",0,1/1/15
"Farming, Fishing, and Forestry Occupations",0,2/1/15
"Farming, Fishing, and Forestry Occupations",0,3/1/15
"Farming, Fishing, and Forestry Occupations",11,4/1/15
"Farming, Fishing, and Forestry Occupations",25,5/1/15
"Farming, Fishing, and Forestry Occupations",10,6/1/15
"Farming, Fishing, and Forestry Occupations",20,7/1/15
"Farming, Fishing, and Forestry Occupations",28,8/1/15
"Farming, Fishing, and Forestry Occupations",28,9/1/15
"Farming, Fishing, and Forestry Occupations",0,10/1/15
"Farming, Fishing, and Forestry Occupations",0,11/1/15
"Farming, Fishing, and Forestry Occupations",0,12/1/15
"Farming, Fishing, and Forestry Occupations",0,1/1/16
"Farming, Fishing, and Forestry Occupations",0,2/1/16
"Farming, Fishing, and Forestry Occupations",0,3/1/16
"Farming, Fishing, and Forestry Occupations",9,4/1/16
"Farming, Fishing, and Forestry Occupations",9,5/1/16
"Farming, Fishing, and Forestry Occupations",35,6/1/16
"Farming, Fishing, and Forestry Occupations",49,7/1/16
"Farming, Fishing, and Forestry Occupations",42,8/1/16
"Farming, Fishing, and Forestry Occupations",21,9/1/16
"Farming, Fishing, and Forestry Occupations",8,10/1/16
"Farming, Fishing, and Forestry Occupations",31,11/1/16
"Farming, Fishing, and Forestry Occupations",35,12/1/16
